発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,クロスレビュー(評価)
1995-10-27,SFC,16M,SLG,バンプレスト,天地無用!げ～む編,"￥10,800","￥11,000代",0,-
1995-10-27,SFC,24M,SPT,アクレイムジャパン,フォアマンフォーリアル,"￥11,800","￥12,000代",0,-
1995-10-27,SFC,12M,SPT,カルチャーブレーン,ウルトラベースボール実名版3,"￥9,800","￥10,000代",0,-
1995-10-27,SFC,12M,SPT,バンダイ,テレビアニメスラムダンクSDヒートアップ!!,"￥9,800","￥10,000代",0,-
1995-10-27,SFC,12M,SPT,ポニーキャニオン,白いリングへTwinkleLittleStar,"￥9,980","￥10,000代",0,-
1995-10-27,SFC,10M,TAB,ケイエスエス,パチスロ物語パル工業スペシャル,"￥10,800","￥11,000代",0,-
1995-10-27,SFC,8M,TAB,ベック,真哭きの竜麻雀飛翔伝,"￥8,900","￥9,000代",0,-
1995-11-02,SFC,12M,SLG,エンジェル,紺碧の艦隊,"￥10,800","￥11,000代",0,-
1995-11-02,SFC,16M,TAB,サンソフト,必殺パチンココレクション3,"￥9,980","￥10,000代",0,-
1995-11-10,SFC,8M,ETC,ヴィジット,全国縦断ウルトラ心理ゲーム,"￥9,800","￥10,000代",0,-
1995-11-11,SFC,32M,RPG,スクウェア,ロマンシングサ・ガ3,"￥11,400","￥11,500代",130,34
1995-11-17,SFC,16M,ACT,ヴァージンインタラクティブ,レンダリング・レンジャーR2,"￥10,800","￥11,000代",0,-
1995-11-17,SFC,4M,ACT,POW,ブロックくずし,"￥5,980","￥6,000代",0,-
1995-11-17,SFC,20M,ADV,徳間書店,新スタートレックザ・ネクストジェネレーション(大いなる遺産IFDの謎を追え),"￥9,800","￥10,000代",0,-
1995-11-17,SFC,8M,PUZ,サンソフト,上海万里の長城,"￥9,800","￥10,000代",0,-
1995-11-17,SFC,10M,PUZ,ユタカ,ロゴス・パニックごあいさつ,"￥9,800","￥10,000代",0,-
1995-11-17,SFC,16M,SPT,バンダイ,キャプテン翼Jザ･ウェイ･トゥ･ワールド･ユース,"￥9,800","￥10,000代",0,-
1995-11-17,SFC,8M,SPT,四次元,全国高校サッカー2,"￥9,800","￥10,000代",0,-
1995-11-21,SFC,32M,ACT,任天堂,スーパードンキーコング2,"￥9,800","￥10,000代",221,32
1995-11-24,SFC,16M,ACT,ハドソン,鬼神童子ZENKI電影雷舞,"￥9,980","￥10,000代",0,-
1995-11-24,SFC,16M,ACT,バンダイ,MIGHTYMORPHINPOWERRANGERS,"￥9,800","￥10,000代",0,-
1995-11-24,SFC,24M,ADV,パック・イン・ビデオ,魔女たちの眠り,"￥10,800","￥11,000代",0,-
1995-11-24,SFC,8M,ETC,カロッツェリアジャパン,リーディングジョッキー2,"￥9,800","￥10,000代",0,-
1995-11-24,SFC,8M,TAB,タカラ,スーパー億万長者ゲーム,"￥9,800","￥10,000代",0,-
1995-11-25,SFC,24M,RAC,メディアリング,ゼロヨンチャンプRR-Z,"￥11,900","￥12,000代",0,-
1995-12-01,SFC,16M,ACT,カプコン,ロックマンX3,"￥9,800","￥10,000代",0,-
1995-12-01,SFC,16M,ACT,コナミ,ちびまる子ちゃんめざせ!南のアイランド!!,"￥9,000","￥9,000代",0,-
1995-12-01,SFC,4M,PUZ,サンソフト,おーちゃんのお絵かきロジック,"￥6,980","￥7,000代",0,-
1995-12-01,SFC,32M,RPG,チュンソフト,不思議のダンジョン2風来のシレン,"￥11,800","￥12,000代",0,38
1995-12-01,SFC,12M,SLG,アイマックス,B.B.GUN(ボールバレットガン),"￥11,800","￥12,000代",0,-
1995-12-01,SFC,24M,SPT,アクレイムジャパン,BIGHURTベースボール,"￥11,800","￥12,000代",0,-
1995-12-01,SFC,8M,TAB,アスミック,ドカポン外伝炎のオーディション,"￥8,800","￥9,000代",0,-
1995-12-01,SFC,8M,TAB,ココナッツジャパンエンターテイメント,パチ夫くんSPECIAL3,"￥10,800","￥11,000代",0,-
1995-12-08,SFC,16M,ACT,カプコン,ミッキーとドナルドマジカルアドベンチャー3,"￥9,800","￥10,000代",0,-
1995-12-08,SFC,8M,ACT,ツクダオリジナル,アメリカンバトルドーム,"￥9,800","￥10,000代",0,-
1995-12-08,SFC,16M,PUZ,コンパイル,す～ぱ～ぷよぷよ通,"￥8,800","￥9,000代",0,-
1995-12-08,SFC,4M,PUZ,徳間書店,クロックワークス,"￥7,800","￥8,000代",0,-
1995-12-08,SFC,8M,PUZ,バンダイ,美少女戦士セーラームーンSuperSふわふわパニック,"￥7,980","￥8,000代",0,-
1995-12-08,SFC,16M,SLG,光栄,アンジェリークプレミアムBOX,"￥9,800","￥10,000代",0,-
1995-12-08,SFC,16M,SPT,T＆Eソフト,MASTERSNew遙かなるオーガスタ3,"￥11,800","￥12,000代",0,-
1995-12-08,SFC,16M,TAB,ハドソン,スーパー桃太郎電鉄DX,"￥9,500","￥9,500代",0,30
1995-12-09,SFC,32M,RPG,エニックス,ドラゴンクエストVI幻の大地,"￥11,400","￥11,500代",320,34
1995-12-15,SFC,12M,ACT,エポック社,ドラえもん4のび太と月の王国,"￥9,500","￥9,500代",0,-
1995-12-15,SFC,4M,ACT,日本物産,ニチブツアーケードクラシックス2平安京エイリアン,"￥5,980","￥6,000代",0,-
1995-12-15,SFC,16M,ACT,バンプレスト,GOGOACKMAN3,"￥9,800","￥10,000代",0,-
1995-12-15,SFC,不明,ETC,光栄,エミットバリューセット,"￥19,800","￥20,000代",0,-
1995-12-15,SFC,48M,RPG,ナムコ,テイルズオブファンタジア,"￥11,800","￥12,000代",0,-
1995-12-15,SFC,24M,SHT,コナミ,実況おしゃべりパロディウス,"￥9,980","￥10,000代",0,32
1995-12-15,SFC,16M,SLG,EAV,テーマパーク,"￥11,800","￥12,000代",0,31
1995-12-15,SFC,16M,SLG,タカラ,プリンセスメーカーLegendofAnotherWorld,"￥9,980","￥10,000代",0,-
1995-12-15,SFC,24M,SLG,BPS,聖獣魔伝ビースト＆ブレイド,"￥11,000","￥11,000代",0,-
1995-12-15,SFC,24M,SPT,NGP,JBザ・スーパーバス,"￥11,800","￥12,000代",0,-
1995-12-15,SFC,32M,SPT,スターフィッシュデータ,スーパーブラックバス3,"￥11,800","￥12,000代",0,-
1995-12-15,SFC,12M,TAB,データイースト,もってけOh!ドロボー,"￥9,800","￥10,000代",0,-
1995-12-15,SFC,12M,TAB,バンダイ,商人よ、大志を抱け!!,"￥9,800","￥10,000代",0,-
1995-12-15,SFC,12M,TAB,BOSSコミュニケーションズ,本家・SANKYOFEVER実機シミュレーション2,"￥10,800","￥11,000代",0,-
1995-12-20,SFC,16M,TAB,ケイエスエス,水木しげるの妖怪百鬼夜行,"￥11,800","￥12,000代",0,-
1995-12-22,SFC,24M,ACT,カプコン,ファイナルファイトタフ,"￥9,980","￥10,000代",0,-
1995-12-22,SFC,24M,ACT,コナミ,がんばれゴエモンきらきら道中僕がダンサーになった理由.,"￥9,980","￥10,000代",0,-
1995-12-22,SFC,8M,ACT,バップ,黄龍の耳,"￥9,980","￥10,000代",0,-
1995-12-22,SFC,16M,ACT,バンプレスト,3×3EYES(サザンアイズ)獣魔奉還,"￥10,800","￥11,000代",0,-
1995-12-22,SFC,12M,ACT,バンプレスト,ザ・グレイトバトルV,"￥9,800","￥10,000代",0,-
1995-12-22,SFC,24M,ADV,イマジニア,月面のアヌビス,"￥11,800","￥12,000代",0,-
1995-12-22,SFC,16M,ADV,イマジニア,ざくろの味,"￥11,800","￥12,000代",0,-
1995-12-22,SFC,24M,RPG,角川書店,ロードス島戦記,"￥10,800","￥11,000代",0,-
1995-12-22,SFC,12M,RPG,カルチャーブレーン,スーパーチャイニーズワールド3,"￥9,800","￥10,000代",0,-
1995-12-22,SFC,40M,RPG,ハドソン,天外魔境ZERO,"￥9,980","￥10,000代",0,-
1995-12-22,SFC,12M,SLG,バンダイ,SDガンダムGNEXT,"￥12,800","￥13,000代",0,-
1995-12-22,SFC,16M,SLG,バンプレスト,戦国の覇者天下布武への道,"￥12,800","￥13,000代",0,-
1995-12-22,SFC,24M,SLG,バンプレスト,ファーランドストーリー2,"￥12,800","￥13,000代",0,-
1995-12-22,SFC,8M,SLG,パック・イン・ビデオ,バトルサブマリン,"￥9,800","￥10,000代",0,-
1995-12-22,SFC,16M,SPT,テクモ,テクモスーパーボウルⅢFINALEDITION,"￥12,800","￥13,000代",0,30
1995-12-22,SFC,32M,SPT,ヒューマン,スーパーファイヤープロレスリングX,"￥11,900","￥12,000代",0,-
1995-12-22,SFC,8M,TAB,ヴァージンインタラクティブ,将棋三昧,"￥9,800","￥10,000代",0,-
1995-12-27,SFC,24M,SPT,ハドソン,最強高田延彦,"￥10,900","￥11,000代",0,-
1995-12-28,SFC,24M,SLG,光栄,三國志英傑伝,"￥12,800","￥13,000代",0,-
1995-12-29,SFC,24M,RPG,日本ファルコム,イースV失われた砂の都ケフィン,"￥12,800","￥13,000代",0,-
1995-12-29,SFC,12M,TAB,アイマックス,スーパー将棋3棋太平,"￥12,800","￥13,000代",0,-
1995-12-29,SFC,16M,TAB,タイトー,大爆笑人生劇場ずっこけサラリーマン編,"￥9,800","￥10,000代",0,-
1995-12-29,SFC,16M,TAB,日本テレネット,京楽・三洋・豊丸・奥村・大一・マルホンParlor!パーラー!ⅣCR(パーラーパーラー4),"￥11,800","￥12,000代",0,-
1995-12-29,SFC,8M,TAB,BPS,対局囲碁韋駄天,"￥14,800","￥15,000代",0,-
1996-01-12,SFC,16M,RPG,徳間書店インターメディアカンパニー,魔導物語はなまる大幼稚園児,"￥9,900","￥10,000代",0,-
1996-01-19,SFC,8M,ETC,バンプレスト,的中競馬塾,"￥9,980","￥10,000代",0,-
1996-01-19,SFC,16M,SPT,パック・イン・ビデオ,磯釣り離島編,"￥10,800","￥11,000代",0,-
1996-01-19,SFC,24M,TAB,日本テレネット,京楽・三洋・豊丸・奥村・太陽Parlor!パーラー!3(パーラーパーラー3),"￥11,800","￥12,000代",0,-
1996-01-26,SFC,8M,PUZ,バンダイ,SDガンダムPowerFormationPuzzle,"￥8,800","￥9,000代",0,-
1996-01-26,SFC,16M,RPG,データム・ポリスター,MADARASAGA幼稚園戦記まだら,"￥9,800","￥10,000代",0,-
1996-01-26,SFC,16M,SLG,ケイエスエス,無人島物語,"￥12,800","￥13,000代",0,-
1996-01-26,SFC,24M,SLG,光栄,信長の野望天翔記,"￥12,800","￥13,000代",0,-
1996-01-26,SFC,12M,SPT,バンプレスト,スーパー野球道,"￥12,800","￥13,000代",0,-
1996-01-26,SFC,4M,TAB,カロッツェリアジャパン,平成軍人将棋,"￥9,800","￥10,000代",0,-
1996-01-26,SFC,8M,TAB,ヘクト,囲碁倶楽部,"￥12,800","￥13,000代",0,-
1996-01-31,SFC,16M,ETC,アスキー,RPGツクール2,"￥12,800","￥13,000代",0,31
1996-02-02,SFC,32M,RPG,バンプレスト,幕末降臨伝ONI,"￥12,800","￥13,000代",0,-
1996-02-09,SFC,32M,SLG,コナミ,ときめきメモリアル伝説の樹の下で,"￥9,980","￥10,000代",0,-
1996-02-09,SFC,32M,SLG,スクウェア,バハムートラグーン,"￥11,400","￥11,500代",47,-
1996-02-09,SFC,4M,TAB,魔法,将棋最強Ⅱ実戦対局編,"￥10,800","￥11,000代",0,-
1996-02-16,SFC,8M,TAB,アトラス,プロ棋士人生シミュレーション将棋の花道,"￥12,800","￥13,000代",0,-
1996-02-23,SFC,24M,ACT,スクウェア,ガンハザード,"￥11,400","￥11,500代",0,-
1996-02-23,SFC,12M,SHT,アスク講談社,バトルテック3050,"￥9,800","￥10,000代",0,-
1996-02-23,SFC,16M,TAB,ハドソン,鬼神童子ZENKI天地鳴動,"￥9,980","￥10,000代",0,-
1996-02-29,SFC,24M,SPT,コナミ,実況パワフルプロ野球3,"￥7,500","￥7,500代",0,30
1996-02-29,SFC,20M,SPT,ナムコ,スーパーファミスタ5,"￥6,980","￥7,000代",38,-
1996-03-01,SFC,32M,ADV,バンプレスト,晦-つきこもり-,"￥7,800","￥8,000代",0,-
1996-03-01,SFC,20M,PUZ,ハドソン,鮫亀+キャラカセット(付属品BSMC-ZS5J-JPN),"￥8,980","￥9,000代",0,-
1996-03-01,SFC,16M,SHT,アクレイムジャパン,レボリューションX,"￥11,800","￥12,000代",0,-
1996-03-01,SFC,16M,SHT,イマジニア,ドゥーム(DOOM),"￥12,800","￥13,000代",0,-
1996-03-01,SFC,24M,SLG,バンダイ,機動戦士ZガンダムAwaytoTheNewtype,"￥11,800","￥12,000代",0,-
1996-03-01,SFC,24M,SPT,アクレイムジャパン,NFLクォーターバッククラブ'96,"￥11,800","￥12,000代",0,-
1996-03-01,SFC,24M,SPT,アクレイムジャパン,レッスルマニア・ジ・アーケードゲーム,"￥11,800","￥12,000代",0,-
1996-03-08,SFC,16M,PUZ,コンパイル,す～ぱ～ぷよぷよ通リミックス,"￥6,800","￥7,000代",0,-
1996-03-08,SFC,16M,SLG,エンジェル,銀河戦国群雄伝ライ,"￥10,800","￥11,000代",0,-
1996-03-08,SFC,12M,TAB,サミー,実戦パチンコ必勝法!2,"￥7,800","￥8,000代",0,-
1996-03-09,SFC,32M,RPG,任天堂,スーパーマリオRPG,"￥7,500","￥7,500代",147,32
1996-03-15,SFC,24M,ETC,アスキー,ダービースタリオン96,"￥12,800","￥13,000代",110,30
1996-03-15,SFC,24M,RAC,BPS,峠・伝説最速バトル,"￥10,800","￥11,000代",0,-
1996-03-15,SFC,24M,RPG,光栄,ブランディッシュ2エキスパート,"￥8,800","￥9,000代",0,-
1996-03-15,SFC,20M,SLG,タイトー,カオスシード風水回廊記,"￥9,980","￥10,000代",0,-
1996-03-21,SFC,32M,ACT,任天堂,星のカービィスーパーデラックス,"￥7,500","￥7,500代",110,-
1996-03-22,SFC,16M,ACT,ハドソン,ドレミファンタジーミロンのドキドキ大冒険,"￥6,800","￥7,000代",0,-
1996-03-22,SFC,12M,ACT,ユタカ,NEWヤッターマン難題かんだいヤジロベエ,"￥8,800","￥9,000代",0,-
1996-03-22,SFC,32M,ETC,コナミ,実況競馬シミュレーションステイブルスター厩舎物語,"￥11,800","￥12,000代",0,-
1996-03-22,SFC,24M,RPG,光栄,イースVエキスパート,"￥11,800","￥12,000代",0,-
1996-03-22,SFC,24M,SLG,バンプレスト,スーパーロボット大戦外伝魔装機神,"￥7,800","￥8,000代",0,-
1996-03-22,SFC,12M,SPT,魔法,96全国高校サッカー選手権,"￥7,800","￥8,000代",0,-
1996-03-22,SFC,12M,TAB,アスク講談社,林海峯九段の囲碁大道,"￥14,800","￥15,000代",0,-
1996-03-22,SFC,8M,TAB,バップ,ギャンブル放浪記,"￥8,500","￥8,500代",0,-
1996-03-29,SFC,24M,ACT,エンジェル,美少女戦士セーラームーンSuperS全員参加!!主役争奪戦,"￥7,980","￥8,000代",0,-
1996-03-29,SFC,8M,ACT,カルチャーブレーン,忍たま乱太郎2,"￥7,800","￥8,000代",0,-
1996-03-29,SFC,16M,ACT,バンダイ,新機動戦記ガンダムWEndlessDuel,"￥7,500","￥7,500代",0,-
1996-03-29,SFC,24M,ACT,バンダイ,ドラゴンボールZHyperDimension,"￥7,800","￥8,000代",0,-
1996-03-29,SFC,4M,ETC,バンダイ,マップ＆コレクション(SDガンダムGNEXT専用),"￥3,800","￥4,000代",0,-
1996-03-29,SFC,8M,PUZ,コナミ,それいけエビス丸からくり迷路,"￥5,800","￥6,000代",0,-
1996-03-29,SFC,16M,RAC,イマジニア,GTレーシング,"￥10,800","￥11,000代",0,-
1996-03-29,SFC,24M,SLG,光栄,アンジェリークヴォイス・ファンタジー,"￥9,800","￥10,000代",0,-
1996-03-29,SFC,20M,SPT,ケイエスエス,美少女レスラー列伝ブリザードYuki乱入,"￥8,000","￥8,000代",0,-
1996-03-29,SFC,32M,SPT,ヒューマン,スーパーファイヤープロレスリングXプレミアム,"￥8,000","￥8,000代",0,-
1996-03-29,SFC,12M,SPT,ヒューマン,スーパーフォーメーションサッカー'96WCE,"￥7,500","￥7,500代",0,-
1996-03-29,SFC,12M,TAB,日本テレネット,京楽・三洋・マルホンParlor!パーラー!5(パーラーパーラー5),"￥10,800","￥11,000代",0,-
1996-04-05,SFC,32M,RPG,スクウェア,ルドラの秘宝,"￥8,000","￥8,000代",0,-
1996-04-05,SFC,8M,TAB,サミー,実戦パチスロ必勝法!山佐伝説,"￥6,900","￥7,000代",0,-
1996-04-12,SFC,8M,ETC,アスキー,音楽ツクールかなでーる,"￥9,980","￥10,000代",0,-
1996-04-12,SFC,24M,RPG,エニックス,魔法陣グルグル2,"￥8,000","￥8,000代",0,-
1996-04-19,SFC,16M,RPG,J・ウイング,蓬莱学園の冒険!転校生スクランブル,"￥7,980","￥8,000代",0,-
1996-04-26,SFC,32M,ACT,カプコン,トイ・ストーリー,"￥7,500","￥7,500代",0,-
1996-04-26,SFC,16M,ACT,ハドソン,スーパーボンバーマン4,"￥7,777","￥8,000代",36,-
1996-04-26,SFC,16M,ETC,ナグザット,Jumpin'Derby(ジャンピンダービー),"￥9,800","￥10,000代",0,-
1996-04-26,SFC,8M,ETC,日本物産,スーパー競艇2,"￥8,500","￥8,500代",0,-
1996-04-26,SFC,8M,ETC,POW,一発逆転!!競馬・競輪・競艇,"￥9,800","￥10,000代",0,-
1996-04-26,SFC,16M,SPT,エポック社,Jリーグエキサイトステージ'96,"￥7,980","￥8,000代",0,-
1996-04-26,SFC,24M,TAB,ショウエイシステム,HEIWAパチンコワールド3,"￥7,800","￥8,000代",0,-
1996-04-26,SFC,8M,TAB,日本テレネット,Parlor!Mini(パーラーミニ),"￥4,900","￥5,000代",0,-
1996-05-14,SFC,32M,SLG,任天堂,ファイアーエムブレム聖戦の系譜,"￥7,500","￥7,500代",43,-
1996-05-24,SFC,16M,PUZ,バンプレスト,すーぱーぐっすんおよよ2,"￥7,800","￥8,000代",0,-
1996-05-24,SFC,24M,RPG,スクウェア,トレジャーハンターG,"￥7,900","￥8,000代",0,-
1996-05-24,SFC,24M,RPG,パイオニアLDC,ごきんじょ冒険隊,"￥7,980","￥8,000代",0,-
1996-05-31,SFC,8M,ACT,ユタカ,すぱぽーんDX,"￥5,800","￥6,000代",0,-
1996-05-31,SFC,24M,ETC,アスキー,サウンドノベルツクール,"￥8,200","￥8,000代",0,-
1996-05-31,SFC,24M,RPG,エニックス,ダークハーフ,"￥8,000","￥8,000代",0,-
1996-05-31,SFC,16M,SPT,キングレコード,フィッシング甲子園,"￥9,800","￥10,000代",0,-
1996-06-01,SFC,20M,SPT,ハドソン,Jリーグ'96ドリームスタジアム,"￥7,980","￥8,000代",0,-
1996-06-14,SFC,24M,RPG,タカラ,アラビアンナイト砂漠の精霊王,"￥7,800","￥8,000代",0,-
1996-06-14,SFC,32M,SLG,アスキー,ベストショットプロゴルフ,"￥8,200","￥8,000代",0,-
1996-06-28,SFC,12M,ACT,バンダイ,スーファミターボ専用SDウルトラバトルウルトラマン伝説,"￥3,980","￥4,000代",0,-
1996-06-28,SFC,12M,ACT,バンダイ,スーファミターボ専用SDウルトラバトルセブン伝説,"￥3,980","￥4,000代",0,-
1996-06-28,SFC,12M,ACT,バンダイ,スーファミターボ専用ぽいぽい忍者ワールド,"￥3,980","￥4,000代",0,-
1996-06-28,SFC,2M,ETC,バンダイ,スーファミターボ,"￥3,980","￥4,000代",0,-
1996-06-28,SFC,4M,PUZ,カルチャーブレーン,パズル忍たま乱太郎忍術学園パズル大会の段,"￥6,980","￥7,000代",0,-
1996-06-28,SFC,12M,PUZ,コンパイル,す～ぱ～なぞぷよ通ルルーの鉄腕繁盛記,"￥9,800","￥10,000代",0,-
1996-06-28,SFC,12M,RPG,バンダイ,空想科学世界ガリバーボーイ,"￥7,800","￥8,000代",0,-
1996-06-28,SFC,32M,RPG,バンプレスト,トラバース,"￥7,800","￥8,000代",0,-
1996-06-28,SFC,16M,TAB,ケイエスエス,西陣パチンコ物語2,"￥10,800","￥11,000代",0,-
1996-06-28,SFC,8M,TAB,日本テレネット,Parlor!Mini2(パーラーミニ2),"￥4,900","￥5,000代",0,-
1996-07-19,SFC,48M,RPG,エニックス,スターオーシャン,"￥8,500","￥8,500代",0,-
1996-07-19,SFC,24M,SPT,コナミ,実況パワフルプロ野球'96開幕版,"￥7,500","￥7,500代",0,-
1996-07-19,SFC,16M,SPT,パック・イン・ビデオ,海のぬし釣り,"￥7,800","￥8,000代",0,-
1996-07-19,SFC,12M,TAB,バンダイ,スーファミターボ専用ゲゲゲの鬼太郎妖怪ドンジャラ,"￥3,980","￥4,000代",0,-
1996-07-19,SFC,4M,TAB,ボトムアップ,スーパートランプコレクション2,"￥5,800","￥6,000代",0,-
1996-07-26,SFC,32M,RPG,アスミック,レナスⅡ封印の使徒,"￥9,980","￥10,000代",0,-
1996-07-26,SFC,8M,SHT,ナグザット,スプリガン・パワード,"￥9,800","￥10,000代",0,-
1996-07-26,SFC,16M,SLG,イマジニア,シムシティJr.,"￥8,200","￥8,000代",0,-
1996-07-26,SFC,24M,SLG,タイトー,エナジーブレイカー,"￥7,980","￥8,000代",0,-
1996-07-26,SFC,24M,SLG,ハドソン,アースライトルナ・ストライク,"￥7,980","￥8,000代",0,-
1996-07-26,SFC,12M,SLG,バンダイ,スーファミターボ専用SDガンダムジェネレーション一年戦争記,"￥3,980","￥4,000代",0,-
